936a400f770f081,number_two.,143,57
d5cf18e46abe9ba,number_two.,43,107
b45873edd0818c6,head_of_the_animal,55,108
fe36630928b511a6,head_of_the_animal,211,115
24238fe7cd9a8138,number_two.,183,221
799e4937fb44504e,number_two.,166,101
39f7730aec00287b,raccoon,62,165
c35debbc1de45dbe,raccoon,168,45
dabcffc39222d38c,raccoon,198,202
5e9a94a2251f6b85,raccoon,202,50
b30c305f73907b61,squirrel,128,45
be925c1e59f963fb,squirrel,58,48
e0f27550b4ee7607,raccoon,106,126
994f1e42bf388e65,raccoon,196,190
89c85b036710f49,head_of_the_animal,185,106
6a5ed552a649f60e,head_of_the_animal,202,147
9394feb8c591eed9,raccoon,203,103
1b8e6d8caad06c62,raccoon,43,58
fdb49fd8ded95f16,number_two.,38,48
713e08d6285b96c,number_two.,92,134
a0a96c2ba29ac5ba,head_of_the_animal,40,146
9df55690eaf37b94,head_of_the_animal,155,196
5d17632c947a0202,head_of_the_animal,204,104
d228d584f543ed68,head_of_the_animal,152,32
7faf5fe60db26779,raccoon,211,195
bed81bff311b08f5,raccoon,159,42
8e46c13e95861fa1,raccoon,44,200
ccf5ae5d9dfbce99,raccoon,38,209
fcf6aab5770d6903,raccoon,211,161
f882a003bbcdd04f,raccoon,69,166
d325bc3e27eda84,raccoon,191,176
788ebe6678784384,raccoon,160,192
1ed0511bebb70b1,head_of_the_animal,93,63
3cd0ddee67b76ce7,head_of_the_animal,147,53
42d972a237f8fd8a,head_of_the_animal,160,187
1f077f58b5290c85,head_of_the_animal,117,153
d0df87d6c8ef6971,squirrel,138,131
8d107c352ef33422,squirrel,46,68
f2a0ad0e8bcbddfc,raccoon,196,204
8c95a17660fab450,raccoon,130,153
6a1a44ea7060b0a2,raccoon,55,134
95e0c4fcba299762,raccoon,215,168
4e25381203b9d996,number_two.,55,30
90d425ca4a8a9fad,number_two.,72,187
80365a8cf1920105,raccoon,121,201
157c0699a37de443,raccoon,137,120
2a50f9f8e89c17e4,number_two.,155,197
b9da365dcc4e46bf,number_two.,103,36
a9b001540f3070b7,head_of_the_animal,70,88
18bcb91983e299,head_of_the_animal,201,137
165d939c6deb6c36,raccoon,214,205
6eccc9be206fb63d,raccoon,197,41
d2b97627305b0c6c,raccoon,205,167
2cb130a8f1be1cbc,raccoon,190,208
24d9d76fb0a1ee18,raccoon,194,211
aac0a90934021db1,raccoon,38,101
6f42760c461d1253,head_of_the_animal,38,120
8d4efb0dc3fa6e4c,head_of_the_animal,47,120
638f354566853ed7,head_of_the_animal,93,153
fc4ae30a72ca4036,head_of_the_animal,196,145
fec8f489270eba47,raccoon,108,94
8f035bc75a6ac542,raccoon,171,70
909dac61df6e3423,number_two.,100,141
a9d594feb03cb111,number_two.,213,124
5f0a34d1345fba5b,raccoon,93,209
4a67f95437d21521,raccoon,88,120
f8fd318323e4a888,raccoon,45,200
e994c249ed84189a,raccoon,47,56
46067ca5f76f01b,raccoon,127,133
cd1d3c758d868177,raccoon,141,46
b9a3ae10452cb64c,squirrel,43,144
e46ab1a4da09d4d8,squirrel,55,65
fa41658089a4334e,raccoon,51,207
40f23b5d2cb4ee73,raccoon,125,190
72cd1057eba1c402,raccoon,166,43
5488ae59e453afe1,raccoon,159,194
4be5bf8f9d320efc,raccoon,92,206
d3b9bfdb24292bc0,raccoon,124,208
e4f2220cf0c80404,number_two.,33,196
b5f10a8bac89514c,number_two.,219,65
5050eaa5dcbaa787,raccoon,206,203
9d807a2fd2ffa693,raccoon,100,207
40272b1e254d63ba,raccoon,198,208
2ebaf92598352f12,raccoon,59,203
516c780f4c0477ca,number_two.,211,131
33cbd1bd4d1a7a13,number_two.,40,175
652ec7367a7e44b3,number_two.,152,186
d5cfdb7cad9dd7e8,number_two.,188,36
dbe91516cd24e8d5,raccoon,206,47
32b819c3d2c74d26,raccoon,78,49
bf5c9b01c26cc9f7,raccoon,205,206
193e9679a63cb79f,raccoon,166,200
5a5a1fd9c2d6f8c0,number_two.,47,218
75163ccaa8b9b2c9,number_two.,206,41
536ca8bdd55e1d09,raccoon,194,182
2ef54f6103495b0d,raccoon,176,206
73b3df1c94fa020c,raccoon,204,76
56d5a6f77b95222f,raccoon,103,53
8316d3428dd66cbd,raccoon,44,208
1104fbdffef5e8f1,raccoon,93,112
b35ad6d39f721890,head_of_the_animal,58,145
6a8ee5d21b5a8687,head_of_the_animal,96,210
c3e4e68f8bca9892,head_of_the_animal,221,100
a600a8a2768ea7a9,head_of_the_animal,58,148
194b4faffae0461d,raccoon,202,45
56dd7dfd725b45a0,raccoon,52,210
61e389b762ae93d2,raccoon,132,46
1f68ef03fdb537a6,raccoon,157,55
363b3738156faa52,raccoon,38,205
550eac1273fa05d5,raccoon,52,131
5a5a1fd9c2d6f8c0,number_two.,47,218
2fd10273a20ee819,number_two.,49,156
7025d68d2ef18f73,raccoon,76,196
70e01c2598b541af,raccoon,130,78
12f4f112db3bb971,raccoon,210,176
222064b90d15d18f,raccoon,205,46
c68d72a9640ee300,raccoon,221,49
880cb1d2af23e86,raccoon,74,55
c9d0edda7a8903e3,number_two.,109,36
59909a0c74ab423d,number_two.,162,191
442bca2c6bbe8d4,number_two.,198,32
11810fbc856c35f3,number_two.,205,166
da0759f43f7d4122,raccoon,141,172
8b8c7eff64b5d0b,raccoon,190,206
dd4fa29f776f5ed0,number_two.,41,44
f9f5e16b9d1be59d,number_two.,78,39
ce12ebb5b56cdb64,raccoon,123,211
82935251c9f6c7db,raccoon,49,163
71a96de9f76db33c,number_two.,210,126
1334191b7d0aff4c,number_two.,192,199
83413f58053b38a2,raccoon,183,142
83b40be0e883045f,raccoon,209,73
5e1b4a9e6e9be516,raccoon,48,199
e6a735e755363300,raccoon,136,116
c48f2dcdc82fb9d1,raccoon,31,47
2c0abd7fd8c88e7c,raccoon,48,50
76b0a6b831a7cd8b,number_two.,178,80
e602e7c262c44170,number_two.,155,203
460ec23824da0565,number_two.,33,93
789c8e4912928ac9,number_two.,33,157
d178b5e965b5a62f,raccoon,131,203
c1c7ef2762c4da6a,raccoon,100,211
60b7bb81a9888304,raccoon,204,105
8d620a46f09f69b6,raccoon,207,210
a14fb72b073a848c,number_two.,181,82
6879d330391eeed6,number_two.,181,176
d5c4fd4738534f06,raccoon,218,168
6e8c1e3c018c791e,raccoon,124,149
3f1fe379d5870550,raccoon,47,44
1ef0c72046286200,raccoon,196,122
be6582a38c30434c,raccoon,92,127
60b22901784d2d36,head_of_the_animal,140,187
eef2f50a47944251,head_of_the_animal,116,218
97be3a4f000d369f,number_two.,31,14
effa2b104bba2410,number_two.,92,226
b7f48a8cfeb314a1,number_two.,141,167
ff82c1e99c33eb79,number_two.,118,78
89703ea5d659ad22,raccoon,65,203
f2236ae9994193d9,raccoon,69,134
ede6b8217dcf21a9,raccoon,80,122
60b02de2d9ea2eba,raccoon,79,189
3c577c6ded693abd,head_of_the_animal,140,26
d95da5b2893a7316,head_of_the_animal,128,183
660886df281f0f10,head_of_the_animal,99,195
c4651714ce027b2,head_of_the_animal,35,114
662ae0a9026e825d,head_of_the_animal,74,102
b5b8f90ac0d9ed7c,head_of_the_animal,123,181
bae1b53ebdbec5e5,raccoon,60,62
34ad9490e18cdcb1,raccoon,211,50
a5192b532fc0c698,head_of_the_animal,168,154
4185bec3fce3f8b,head_of_the_animal,188,81
895cc31afc933571,raccoon,116,142
abb1f4cc37efa3a,raccoon,98,157
54e3b6f7431bd3c0,number_two.,94,122
dc5404932647b3c5,number_two.,210,59
16ece22cfa14b046,raccoon,70,36
6429442e90987f51,raccoon,75,50
bd0f025e3323a0d5,raccoon,51,197
ef327ed45897be10,raccoon,206,60
ebfe152ab1ecf3aa,raccoon,154,128
e95131af33a09f7c,raccoon,53,206
703511f6213240d1,raccoon,206,66
4f15b45a14cc3346,raccoon,38,48
44b796239048b3f,raccoon,66,195
8b6401ccc23882fe,raccoon,145,124
575f15b0bf8e82ba,raccoon,202,119
5d06ecbccfb40775,raccoon,160,114
5d22f96baf797188,raccoon,208,206
6b5e6f02020a082b,raccoon,162,173
5b6f7d6232c32b50,raccoon,195,204
b6223bfe48e21a62,raccoon,133,171
28cfdd513b0b2456,raccoon,206,182
a12148de7c9a5539,raccoon,175,215
8489c08f8b672585,raccoon,72,57
ab05f6e55b86069b,raccoon,207,176
d4c5571d73898b72,raccoon,212,122
8224048c18bd597d,raccoon,185,44
40731ec2125f0bca,number_two.,45,190
9f664f589a20e584,number_two.,156,175
b68294295dd59d67,number_two.,116,33
87eeb3ab4e3c8a54,number_two.,103,113
687f0d34ffebcb95,raccoon,44,116
fbe9ea9b61f1e3f7,raccoon,99,59
1750041a2b0ba22e,raccoon,81,44
dd8aac7c8de79626,raccoon,187,72
64c9d87797bbbe77,number_two.,154,112
3fa148cef41cd1f8,number_two.,39,95
3f09251c2649aa4f,number_two.,213,64
6faef1d851944c7b,raccoon,193,125
23ac140ca698f74c,raccoon,126,203
cceeeee62887ce5d,number_two.,81,224
e691c2c41a2e1ae8,number_two.,105,33
81121b6c64eac8c4,raccoon,39,163
29102cc12ecf50b7,raccoon,207,53
db3e088d42031e77,number_two.,239,30
98d36ebd80ec2484,number_two.,39,42
61aaa8fcccaf18c2,raccoon,208,201
8027d8176493e525,raccoon,58,114
f8b228dc2f7a612c,number_two.,110,216
bd0256e966c6a709,number_two.,104,39
db40a84cddf21cea,number_two.,212,74
80d4a91ed751842f,number_two.,122,36
44e419e090560bbc,number_two.,230,129
b9fd64175ffb9f39,number_two.,197,39
fd1fbc85bd966a8a,raccoon,46,141
db1fdc7fef026aa7,raccoon,59,126
ba48e6466555d8fe,raccoon,133,46
7738ff1e154dd735,raccoon,163,211
f1f7f313a83e4201,raccoon,178,170
621417b035b78723,raccoon,204,55
159f0d1d804e0872,number_two.,52,46
202a6ea3275e32fd,number_two.,50,208
b0b71550b55e14f9,head_of_the_animal,159,43
adc7a80a12b09af9,head_of_the_animal,132,39
4efc9b2621c4602d,number_two.,38,223
76a9635185eddbdf,number_two.,49,74
17544c4492b811b5,number_two.,46,49
ce0118cb9d2af928,raccoon,122,64
a42b4b36d6523da2,raccoon,41,139
f3bac246dffe8484,raccoon,38,202
2bfdc9b753905268,raccoon,42,74
46e459a67779f175,raccoon,206,59
cc75424a21f657ef,raccoon,222,61
d4bb4d2bcd843db3,head_of_the_animal,147,103
cf21d23c878e8706,head_of_the_animal,188,176
4a35b2dd42683553,raccoon,39,69
7d798d17285f5747,raccoon,218,186
2bb05c4f7ffa38f3,number_two.,42,120
b9160868cbe92aba,number_two.,178,183
3ef7c2d74c66e6e2,raccoon,142,130
4c91f99036591c9,raccoon,124,125
992161ff11842c3f,raccoon,95,55
d1c2503b2f066769,raccoon,210,208
f3a50c7274b26088,raccoon,143,44
830553d8c2531b3d,raccoon,175,43
12b7bbf1f3cea97a,raccoon,204,201
d741987a665563b8,raccoon,207,108
7c147e90fcc87fe7,raccoon,100,152
224adea5dde303e,raccoon,89,209
f5770ea3789ace79,number_two.,114,94
dbcd8ff5bf1ce7e4,number_two.,105,158
572626d58a91ad9c,number_two.,56,206
6a5c34fcf479b165,number_two.,214,43
56de75ddf6467a71,raccoon,72,47
9feec28c1cb81127,raccoon,59,45
cdcd1fc14bc4d6,raccoon,199,53
a9c17639f305d737,raccoon,53,202
245ebbbe2051bfc6,raccoon,128,152
b7869d7ba0b60700,raccoon,158,191
6c21387c9e184214,head_of_the_animal,190,141
dab2a043c18fd1bb,head_of_the_animal,97,210
6b022655d5f44a7c,raccoon,46,112
9f9e2ff88ce79ece,raccoon,185,43
36cec8095b36a9a9,raccoon,176,93
dd9be52f35de80e6,raccoon,155,74
2138e61a4328f896,number_two.,208,224
a33fe1203d85fe75,number_two.,192,212
6429dc21c521d9e7,number_two.,94,218
f19a19d8b2629100,number_two.,101,101
a2b6f0f88539a725,raccoon,61,42
bd7535068b671e19,raccoon,194,64
34b15ea31f08670a,number_two.,232,8
bf8d65d19decd398,number_two.,214,47
bc17a0a8bbdf2953,raccoon,124,130
eb49d88d6a54d39,raccoon,198,97
6d6af00df15e5314,raccoon,213,85
fd69248bfe965500,raccoon,43,149
a069c8239b10021b,raccoon,42,73
121ee70c1298f660,number_two.,162,44
6c3a8eb471dc4fae,number_two.,219,90
eb13bcea8db5b4c4,raccoon,92,206
40b7921d7736da39,raccoon,116,59
e74a25415118be15,number_two.,161,142
fb72e06f6a2b5de6,number_two.,131,78
80669e9645574d92,raccoon,139,139
3dd5c3d64daeff7f,raccoon,188,183
2728b605a4eeca84,raccoon,134,133
2f5a35eba21cf7a7,raccoon,178,50
50b42dbb6161e2f1,number_two.,210,66
6fd91a84454f4619,number_two.,50,195
6d254d5a98b67e6c,raccoon,47,45
65a3c5b3062bdb3,raccoon,210,197
972fcfd8aee17b27,number_two.,35,141
adcdb52257783fae,number_two.,115,131
640e917775ad294e,number_two.,59,40
95fc8eef84c12c3a,number_two.,36,211
ce6a0fc042bfc46,raccoon,174,58
61f2d27a590f584f,raccoon,156,138
ede1c1b2023427b3,raccoon,83,63
d2778242435dfb7f,raccoon,194,60
79eab1ed15006666,number_two.,86,33
4ec63f2be5285ed2,number_two.,172,224
54dbe2e5d78cf18f,number_two.,56,176
cd935f3230fd1a8f,head_of_the_animal,40,175
952a8c77c5f899d1,head_of_the_animal,162,209
22ee4619e7ad7430,head_of_the_animal,86,93
6dc2ec6413cce79d,raccoon,157,44
ebd90f253092197e,raccoon,111,214
dab87181ee324e03,raccoon,129,112
13c82e7c1c2582fc,raccoon,44,204
a4e02df5de35f3d3,raccoon,175,131
967c4cc36bfe89cf,raccoon,188,45
a2c5af9e61393c9c,raccoon,208,46
575f561e41e7a7f1,raccoon,90,216
6701940d35fd34ad,raccoon,59,210
62fb32c9775f6af4,raccoon,92,62
b2a34b041b676ca0,number_two.,43,57
6ef145d1b3662940,number_two.,153,18
b8ae00f6abe0063f,raccoon,117,134
58c524ddf1eec9fb,raccoon,147,70
7200a137bbe78b98,raccoon,203,205
d7f722ec6b933bd9,raccoon,131,134
504e465d3e1fb971,raccoon,201,44
1c27a13256ccb8ed,raccoon,152,216
f26c65a8a1b82584,raccoon,214,210
959e4e8c302b3a42,raccoon,45,37
f128541d82aeab1d,number_two.,52,171
cd6518a2283b4bd4,number_two.,79,134
8f25929cff5f14a7,number_two.,111,135
5459b9d5144caa7f,number_two.,47,47
361763ab2c81b84f,raccoon,79,42
59488e7cdc3ae274,raccoon,220,151
d4317ba53cc2dc1f,raccoon,196,88
8d3d030968a31664,raccoon,39,71
cbcedf6df85de89f,raccoon,42,191
207c235b1a309a8,raccoon,54,203
cef4ccab84ad011c,raccoon,171,211
722f5e8b335c23b3,raccoon,58,207
e9515a9f47976064,raccoon,205,72
e21a8643651a6f69,raccoon,171,172
12ed7ef06154e051,number_two.,122,95
98380ec762d82a9f,number_two.,92,216
2fc845f8f07a5da2,raccoon,194,60
a83187033abb72b0,raccoon,52,206
e8303028d4dcd096,number_two.,216,95
3fbfe226f7ada71,number_two.,146,159
d240c9b62472277d,number_two.,111,177
8eb62480665a1f3b,number_two.,146,150
8cc3299fb100cabb,number_two.,60,173
2a4b9da446049de8,number_two.,172,219
1a2541e2c8238390,number_two.,220,177
7eb51c8e69092bef,number_two.,41,208
122535f95f619662,raccoon,48,194
a4c86ddbdf178454,raccoon,202,198
5b30adb92ed6a0f8,number_two.,221,36
1608191fe8b0225f,number_two.,189,206
ae421e65b461bec8,head_of_the_animal,73,123
a942032dddc6177e,head_of_the_animal,173,136
9551c553f58b105f,raccoon,192,197
f4b7d5644a04ca2d,raccoon,127,49
87d9c770387764bc,raccoon,188,212
da1c3862b717ffa3,raccoon,134,202
544b92d5dcd31d37,raccoon,81,57
d5f35601900bf5dd,raccoon,45,207
f9c6985bccd50776,raccoon,198,52
e2c1f0a1a897ed62,raccoon,111,115
8cc3299fb100cabb,number_two.,36,211
95fc8eef84c12c3a,number_two.,60,173
377bef693a1925da,number_two.,129,74
b39271ebce444365,number_two.,41,215
ccd3eb1da54d19bd,number_two.,164,174
30bb90e88aa90708,number_two.,216,214
ca524439c5208ac6,number_two.,116,33
b68294295dd59d67,number_two.,207,157
c61f0e2799c5eb2,number_two.,125,32
a190ad69c845f35d,number_two.,35,189
c2b58e42b53659b8,raccoon,84,77
a67676fb2256aa08,raccoon,127,123
83e204afc147de7,raccoon,153,206
ca13f12fb99da642,raccoon,158,205
efe5f4bc7fe9faa4,head_of_the_animal,73,111
39e7eb33592cbb61,head_of_the_animal,132,78
83e204afc147de7,raccoon,153,206
82743303fc60e994,raccoon,48,134
b7f48a8cfeb314a1,number_two.,118,78
82c6228902442c6a,number_two.,127,91
1b6cdc1e30decee8,raccoon,149,41
a7ce0dd469c3305a,raccoon,221,53
a14fb72b073a848c,number_two.,219,90
6c3a8eb471dc4fae,number_two.,181,82
6a82e6107397d8bb,raccoon,195,42
770c97626ae1179e,raccoon,157,201
124d8af6717052ae,raccoon,209,126
48f63c71c15baf6c,raccoon,209,186
266d7dc6abfafa93,raccoon,186,190
842a369c9883b6a,raccoon,40,162
6dd616fd5731955b,raccoon,194,131
ba1583de6abcdda,raccoon,196,56
b8f587336bb9c9c8,raccoon,149,209
ba7998062e7dd002,raccoon,203,185
865d6305ebc5ecd7,raccoon,42,130
908dc887e0450335,raccoon,160,42
6dbe91b366582f8,raccoon,204,198
1e0fac6c979e6455,raccoon,67,40
aed2220dcbc04c4e,raccoon,118,182
a5478863a3e05160,raccoon,45,213
aa355bc0d5713cb,number_two.,104,39
bd0256e966c6a709,number_two.,113,191
30ee9e58a421ece9,raccoon,134,204
86557cc2089aba82,raccoon,169,127
5f382acac9933a62,raccoon,97,194
6dd616fd5731955b,raccoon,194,131
758588058235a579,head_of_the_animal,151,49
df7fc7ce32ac7e43,head_of_the_animal,196,110
80669e9645574d92,raccoon,139,139
d774248c8629c004,raccoon,189,153
f708e7d1194878c5,raccoon,155,149
26c0676334722445,raccoon,112,122
d3c4e3723647acb0,raccoon,185,211
54a56e9a2b323d31,raccoon,182,112
a44a4592c0202926,raccoon,205,60
482038e9b92f293d,raccoon,153,200
93aa49d919a898e7,raccoon,205,137
eb9282dd7a40c548,raccoon,204,215
e25800eae94eeba6,head_of_the_animal,64,92
7c5d747297bc1978,head_of_the_animal,88,64
2c8135f192ecd9c3,raccoon,145,117
d774248c8629c004,raccoon,189,153
241bed273fbad7a1,raccoon,209,73
83b40be0e883045f,raccoon,188,215
b3084c4a0c2275d4,raccoon,47,66
b4d86b203618565c,raccoon,100,58
f0184581c570a70,raccoon,196,197
a8cbad038ba17c76,raccoon,195,211
27fd1cc38979acd2,number_two.,51,87
e57734320572dc0c,number_two.,66,215
f80c2753c481f158,raccoon,71,205
23feda2a55903bdb,raccoon,41,140
f128541d82aeab1d,number_two.,52,171
ccba23a30489ca72,number_two.,193,100
29e1ae933e75ea50,number_two.,110,80
36f2ee8a12d321f2,number_two.,109,33
1e23a0e835059c5d,number_two.,161,48
2e3e85d0b3f14dde,number_two.,205,23
62fb32c9775f6af4,raccoon,92,62
cd1d3c758d868177,raccoon,141,46
c9f01f241aadca7a,number_two.,130,152
7bfbc9fc530f91d2,number_two.,89,115
373af9bb1a71429e,raccoon,206,130
177ea8bc8f377d15,raccoon,60,54
4038ab7ea3078953,number_two.,108,182
94fb68ae93441c47,number_two.,49,159
aa4b5931e3207eb5,number_two.,177,68
edec5216221b1684,number_two.,39,42
f26c65a8a1b82584,raccoon,214,210
5b1b59a04c7b9c7d,raccoon,178,45
d88561012a101548,number_two.,46,166
b69c67e3c3b30db8,number_two.,172,211
1bd522b4123b68b1,raccoon,222,69
bdcfba3a7c729399,raccoon,121,166
a67676fb2256aa08,raccoon,84,77
8cda6a1045892d20,raccoon,111,138
84e7cea6f89b9f46,raccoon,192,163
eb8a1e66bc4ecd07,raccoon,124,216
1e4098de95f7ae83,raccoon,28,56
ebd90f253092197e,raccoon,111,214
fb83298174315411,raccoon,130,204
891e5d823c3627b5,raccoon,107,46
27beee4ca02a9ef4,raccoon,160,121
65e40ac3ec9fa77f,raccoon,208,195
7ee8f97c3d6e3ead,number_two.,30,177
9fb1d1ed00c19d77,number_two.,138,116
fdde7aa12c6747ff,raccoon,207,112
314e77bc0329ed61,raccoon,65,46
3d59017b961256fc,number_two.,90,46
7bbc5bb4764cd448,number_two.,216,50
6b1de4094e454cfc,number_two.,114,179
1c38fc03c521b01f,number_two.,114,73
4661574234eed41,head_of_the_animal,127,70
73d767e7019d63ee,head_of_the_animal,144,194
b8dfa15898e6ab99,number_two.,173,39
c33d670b1df9c530,number_two.,64,45
3bd4e8f7ae950c58,head_of_the_animal,119,161
8b251de0a65aa4de,head_of_the_animal,60,130
4962d79fade238e5,head_of_the_animal,69,132
49aa1273ce3d5159,head_of_the_animal,48,81
ab2c979cd768db74,raccoon,139,136
5d06ecbccfb40775,raccoon,202,119
a6ca5a0f4101bc7f,raccoon,16,250
8d620a46f09f69b6,raccoon,204,105
5414770fdfbd0064,raccoon,136,122
618eeb2a4bd7d759,raccoon,189,163
f9a9a8e1f2918d0,number_two.,221,123
7d2011b94ee3aae4,number_two.,104,43
647a75652768a78b,raccoon,143,55
600a9ad101225ce3,raccoon,180,50
3043db91472ec427,raccoon,211,201
c91ed752f7835c04,raccoon,121,117
9d208d8c53de59f3,raccoon,214,189
dce24a2ea4df2f51,raccoon,205,89
46621af8db917ad0,raccoon,197,72
88c162a5107a9901,raccoon,118,203
3235dbdcc92da3d,raccoon,202,71
5aaab11a0af491a7,raccoon,142,75
c25d0df339b76fb2,number_two.,164,162
b83d9a07836ae112,number_two.,199,133
78c7968f60ab5c23,raccoon,184,190
b10a65dedd06d5b5,raccoon,51,119
71d02b9409c9b976,number_two.,87,114
4175f8b997f1f96d,number_two.,214,113
8c95a17660fab450,raccoon,130,153
6470916fc8b29fa6,raccoon,212,207
82229c768434b3b4,raccoon,208,158
a81542ac2c95a71a,raccoon,57,164
241bed273fbad7a1,raccoon,188,215
87d9c770387764bc,raccoon,188,212
dc4c573563701752,number_two.,47,47
5459b9d5144caa7f,number_two.,221,139
263fa916e7d23a29,number_two.,236,232
cde3743f15840f30,number_two.,82,60
c8148b6c9578548e,number_two.,34,214
a9c9cfd841141fe,number_two.,165,202
d2dada90a39e18f,raccoon,49,135
6048afd3b6f9887,raccoon,88,211
ce768ff203836649,raccoon,123,207
d6b496972ca276c0,raccoon,190,159
70aeb8e51bee44a3,raccoon,203,100
